JobId,ClientName,Ploicy,ParentJob,Schedule,Status,MediaServer,Description
402997,UKIMDATGWCLAP02.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402558,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402558,UKIMDATGWCLAP02.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402558,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403059,UKIMDLMAWXDHP02,AZSTK_Win_Gold,402582,Daily-Incremental-Gold,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403013,UKIMDATGWLOFP01.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402569,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402569,UKIMDATGWLOFP01.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402569,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402860,msvmdk2iwappp01,MSV-Bronze-Agentless,402460,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403064,UKIMDCLMWITX001,AZSTK_Win_Gold,402573,Daily-Incremental-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403011,UKIMDATGWCLAP10.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402566,Daily-Incremental,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402566,UKIMDATGWCLAP10.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402566,Daily-Incremental,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403015,UKIMDATGWCLAP07.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402563,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402563,UKIMDATGWCLAP07.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402563,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403004,UKIMDATGWCLAP08.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402564,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402564,UKIMDATGWCLAP08.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402564,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403008,UKIMDATGWCREP01.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402568,Daily-Incremental,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402568,UKIMDATGWCREP01.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402568,Daily-Incremental,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402998,UKIMDATGWCLAP01.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402557,Daily-Incremental,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402557,UKIMDATGWCLAP01.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402557,Daily-Incremental,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403024,UKIMDATGWCLAP09.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402565,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402565,UKIMDATGWCLAP09.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402565,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403072,UKIMDMARWOFSP19.int.saturn.svcs.entsvcs.com,Marsh-Win-Gold,402603,Daily-Incremental-Gold,59,ukimdcnbm004.saturnmgmt.dxccorp.net,access to the client was not allowed
403005,UKIMDATGWCLAP04.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402560,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402560,UKIMDATGWCLAP04.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402560,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403022,UKIMDATGWCLAP11.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402567,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402567,UKIMDATGWCLAP11.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402567,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403060,UKIMDLMAWXDHP02,AZSTK_Win_Gold,402582,Daily-Incremental-Gold,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402983,UKIMDATGLMPDP02.int.saturn.svcs.entsvcs.com,ATG-Unix-Bronze,402546,Daily-Incremental-Bronze,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402546,UKIMDATGLMPDP02.int.saturn.svcs.entsvcs.com,ATG-Unix-Bronze,402546,Daily-Incremental-Bronze,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402459,msvmdk2iwsqld02,MSV-Bronze-Agentless,402459,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403016,UKIMDATGWCLAP03.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402559,Daily-Incremental,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402559,UKIMDATGWCLAP03.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402559,Daily-Incremental,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402862,msvmdk2iwsqld01,MSV-Bronze-Agentless,402464,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402863,msvmdaviwcccc06,MSV-Bronze-Agentless,402462,Daily-Incremental-Bronze,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402864,msvmdk2iwcchp05,MSV-Bronze-Agentless,402465,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402905,ukimdaviwicpp01,MSV-Bronze-Agentless,402494,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402869,msvmdaviwcccc07,MSV-Bronze-Agentless,402466,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402857,msvmdk2iwterd01,MSV-Bronze-Agentless,402461,Daily-Incremental-Bronze,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402871,msvmdk2iwappp02,MSV-Bronze-Agentless,402463,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402865,msvmdk2iwwecp01,MSV-Bronze-Agentless,402468,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402859,ukimdcrhs001,MSV-Gold-Agentless,402473,Daily-Incremental-Gold,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402861,msvmdaviwvdau01,MSV-Bronze-Agentless,402467,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403070,UKIMDLMAWXDHP01.lmaprodr.dxccorp.net,AZSTK_Win_Gold,402581,Daily-Incremental-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402460,msvmdk2iwappp01,MSV-Bronze-Agentless,402460,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402872,msvmdaviwjshu01,MSV-Bronze-Agentless,402470,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402466,msvmdaviwcccc07,MSV-Bronze-Agentless,402466,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402467,msvmdaviwvdau01,MSV-Bronze-Agentless,402467,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402462,msvmdaviwcccc06,MSV-Bronze-Agentless,402462,Daily-Incremental-Bronze,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402494,ukimdaviwicpp01,MSV-Bronze-Agentless,402494,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402468,msvmdk2iwwecp01,MSV-Bronze-Agentless,402468,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402464,msvmdk2iwsqld01,MSV-Bronze-Agentless,402464,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402470,msvmdaviwjshu01,MSV-Bronze-Agentless,402470,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402473,ukimdcrhs001,MSV-Gold-Agentless,402473,Daily-Incremental-Gold,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402465,msvmdk2iwcchp05,MSV-Bronze-Agentless,402465,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402906,ukimdlmalrhad01,LMA-AR_Bronze_Agentless,402496,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402463,msvmdk2iwappp02,MSV-Bronze-Agentless,402463,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402461,msvmdk2iwterd01,MSV-Bronze-Agentless,402461,Daily-Incremental-Bronze,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402496,ukimdlmalrhad01,LMA-AR_Bronze_Agentless,402496,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402909,ukimdascwwapp02,ASCOT-Bronze-Agentless,402498,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403086,ukimdmarltstu33,AZSTK_Unix_Gold,402625,Diff-Inc-Gold,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402625,ukimdmarltstu33,AZSTK_Unix_Gold,402625,Diff-Inc-Gold,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402498,ukimdascwwapp02,ASCOT-Bronze-Agentless,402498,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403084,ukimdatgwdshp01.int.saturn.svcs.entsvcs.com,ATG_Unix_Autoglass,402615,Diff-Inc-Gold,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402615,ukimdatgwdshp01.int.saturn.svcs.entsvcs.com,ATG_Unix_Autoglass,402615,Diff-Inc-Gold,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403014,UKIMDATGWLWEP02.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402571,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402571,UKIMDATGWLWEP02.int.saturn.svcs.entsvcs.com,ATG_Win_Autoglass,402571,Daily-Incremental,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403092,ukimdctxwsnop02.int.saturn.svcs.entsvcs.com,MSV-Win-Gold,402623,Daily-Incremental-Gold,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403085,ukimdatglreap02.int.saturn.svcs.entsvcs.com,ATG_Unix_Autoglass,402614,Diff-Inc-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402614,ukimdatglreap02.int.saturn.svcs.entsvcs.com,ATG_Unix_Autoglass,402614,Diff-Inc-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403094,ukimdctxwsnop02.int.saturn.svcs.entsvcs.com,MSV-Win-Gold,402623,Daily-Incremental-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403093,ukimdctxwsnop02.int.saturn.svcs.entsvcs.com,MSV-Win-Gold,402623,Daily-Incremental-Gold,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402908,ukimdascwsqlp01,ASCOT-Bronze-Agentless,402499,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403095,ukimdctxwsnop02.int.saturn.svcs.entsvcs.com,MSV-Win-Gold,402623,Daily-Incremental-Gold,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403090,ukimdctxwsnop02.int.saturn.svcs.entsvcs.com,MSV-Win-Gold,402623,Daily-Incremental-Gold,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403091,ukimdctxwsnop02.int.saturn.svcs.entsvcs.com,MSV-Win-Gold,402623,Daily-Incremental-Gold,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403043,satmdcazsmidw01,AZSTK_Win_Gold,402539,Daily-Incremental-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403097,ukimdctxwsnop01.int.saturn.svcs.entsvcs.com,MSV-Win-Gold,402622,Daily-Incremental-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403098,ukimdctxwsnop01.int.saturn.svcs.entsvcs.com,MSV-Win-Gold,402622,Daily-Incremental-Gold,0,ukimdcnbm004.saturnmgmt.dxccorp.net,the requested operation was successfully completed
403018,UKIMDMARWDOCP15.int.saturn.svcs.entsvcs.com,Marsh-Win-Gold,402587,Daily-Incremental-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402587,UKIMDMARWDOCP15.int.saturn.svcs.entsvcs.com,Marsh-Win-Gold,402587,Daily-Incremental-Gold,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402499,ukimdascwsqlp01,ASCOT-Bronze-Agentless,402499,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402910,ukitwlmaedge01,MSV-Bronze-Agentless,402500,Daily-Incremental-Bronze,0,ukimdcnbm003.saturnmgmt.dxccorp.net,the requested operation was successfully completed
402984,UKIMDATGLMPDP01.int.saturn.svcs.entsvcs.com,ATG-Unix-Bronze,402545,Daily-Incremental-Bronze,0,ukimdcnbm002.saturnmgmt.dxccorp.net,the requested operation was successfully completed
