"Specification","Session Id","Mode","BkpType","Client","Mount Point","Object Status","End Time"
"Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","2022/06/21-95","full","Oracle8","tslprsfdbc.delphidrive.com","SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY<SCCPR1_127209:1107935972:1>.dbf","Completed","6/21/2022 8:00:49 AM"
"Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","2022/06/21-95","full","Oracle8","tslprsfdbc.delphidrive.com","SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY<SCCPR1_127210:1107935972:1>.dbf","Completed","6/21/2022 8:00:49 AM"
"Oracle8 SCC_BKP_CAT_SCCPR1_ARC_FULL_DAILY","2022/06/21-95","full","Oracle8","tslprsfdbc.delphidrive.com","c-2473765003-20220621-08","Completed","6/21/2022 8:00:49 AM"
"Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","2022/06/21-96","full","Oracle8","tslpribdbc.delphidrive.com","SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY<IIBPR1_93936:1107935992:1>.dbf","Completed","6/21/2022 8:01:23 AM"
"Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","2022/06/21-96","full","Oracle8","tslpribdbc.delphidrive.com","SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY<IIBPR1_93937:1107935992:1>.dbf","Completed","6/21/2022 8:01:23 AM"
"Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","2022/06/21-96","full","Oracle8","tslpribdbc.delphidrive.com","c-57064931-20220621-07","Completed","6/21/2022 8:01:23 AM"
"Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","2022/06/21-97","full","Oracle8","tslprgrdb.delphidrive.com","SCC_BKP_CAT_PG1_ARC_FULL_DAILY<PG1_73674:1107935971:1>.dbf","Completed","6/21/2022 8:01:13 AM"
"Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","2022/06/21-97","full","Oracle8","tslprgrdb.delphidrive.com","c-3573431298-20220621-07","Completed","6/21/2022 8:01:13 AM"
"Oracle8 SCC_BKP_CAT_PG1_ARC_FULL_DAILY","2022/06/21-97","full","DP","tslprgrdb.delphidrive.com","PG1","Managed","6/21/2022 8:01:13 AM"
"Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","2022/06/21-98","full","Oracle8","dtpn1dbc.delphidrive.com","SCC_BKP_CAT_PN1_ARC_FULL_DAILY<PN1_147850:1107935967:1>.dbf","Completed","6/21/2022 8:02:13 AM"
"Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","2022/06/21-98","full","Oracle8","dtpn1dbc.delphidrive.com","c-1504216118-20220621-08","Completed","6/21/2022 8:02:13 AM"
"Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","2022/06/21-98","full","DP","dtpn1dbc.delphidrive.com","PN1","Managed","6/21/2022 8:02:13 AM"
"Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","2022/06/21-99","full","Oracle8","tslprepdbc.delphidrive.com","SCC_BKP_CAT_PP1_ARC_FULL_DAILY<PP1_49754:1107935968:1>.dbf","Completed","6/21/2022 8:00:58 AM"
"Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","2022/06/21-99","full","Oracle8","tslprepdbc.delphidrive.com","c-1239288407-20220621-07","Completed","6/21/2022 8:00:58 AM"
"Oracle8 SCC_BKP_CAT_PP1_ARC_FULL_DAILY","2022/06/21-99","full","DP","tslprepdbc.delphidrive.com","PP1","Managed","6/21/2022 8:00:58 AM"
"Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","2022/06/21-100","full","Oracle8","tslprsfdbc.delphidrive.com","SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY<SFGPR1_135976:1107935974:1>.dbf","Completed","6/21/2022 8:01:12 AM"
"Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","2022/06/21-100","full","Oracle8","tslprsfdbc.delphidrive.com","SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY<SFGPR1_135977:1107935974:1>.dbf","Completed","6/21/2022 8:01:12 AM"
"Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","2022/06/21-100","full","Oracle8","tslprsfdbc.delphidrive.com","SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY<SFGPR1_135978:1107935974:1>.dbf","Completed","6/21/2022 8:01:12 AM"
"Oracle8 SCC_BKP_CAT_SFGPR1_ARC_FULL_DAILY","2022/06/21-100","full","Oracle8","tslprsfdbc.delphidrive.com","c-571038945-20220621-08","Completed","6/21/2022 8:01:12 AM"
"GSL_10420_CNYTDA01_DAILY","2022/06/21-104","incr1","FileSystem","cnytda01.asia.delphiauto.net","/ggtrail","Completed","6/21/2022 8:35:10 AM"
"GSL_10420_CNYTDA01_DAILY","2022/06/21-104","incr1","FileSystem","cnytda01.asia.delphiauto.net","/ggapps","Completed","6/21/2022 8:35:10 AM"
"GSL_10420_CNYTDA01_DAILY","2022/06/21-104","incr1","FileSystem","cnytda01.asia.delphiauto.net","/home","Completed","6/21/2022 8:35:10 AM"
"GSL_10420_CNYTDA01_DAILY","2022/06/21-104","incr1","FileSystem","cnytda01.asia.delphiauto.net","/boot","Completed","6/21/2022 8:35:10 AM"
"GSL_10420_CNYTDA01_DAILY","2022/06/21-104","incr1","FileSystem","cnytda01.asia.delphiauto.net","/tmp","Completed","6/21/2022 8:35:10 AM"
"GSL_10420_CNYTDA01_DAILY","2022/06/21-104","incr1","FileSystem","cnytda01.asia.delphiauto.net","/var","Completed","6/21/2022 8:35:10 AM"
"GSL_10420_CNYTDA01_DAILY","2022/06/21-104","incr1","FileSystem","cnytda01.asia.delphiauto.net","/","Completed","6/21/2022 8:35:10 AM"
"Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","2022/06/21-105","full","Oracle8","tslprraps1.delphidrive.com","SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY<STRLGPR_78123:1107936883:1>.dbf","Completed","6/21/2022 8:17:29 AM"
"Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","2022/06/21-105","full","Oracle8","tslprraps1.delphidrive.com","c-1285565174-20220621-0c","Completed","6/21/2022 8:17:29 AM"
"Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","2022/06/21-106","full","Oracle8","tslprraps1.delphidrive.com","SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY<STRLGPR_78125:1107937120:1>.dbf","Completed","6/21/2022 8:20:07 AM"
"Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","2022/06/21-106","full","Oracle8","tslprraps1.delphidrive.com","c-1285565174-20220621-0d","Completed","6/21/2022 8:20:07 AM"
"Oracle8 GSL269_TRIZDA01_TCIDIPR1_RMAN_ARC_ST","2022/06/21-107","full","Oracle8","trizda01.delphidrive.com","GSL269_TRIZDA01_TCIDIPR1_RMAN_ARC_ST<TCIDIPR1_24833:1107962968:1>.dbf","Completed","6/21/2022 8:34:27 AM"
"Oracle8 GSL269_TRIZDA01_TCIDIPR1_RMAN_ARC_ST","2022/06/21-107","full","DP","trizda01.delphidrive.com","TCIDIPR1","Managed","6/21/2022 8:34:27 AM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:1","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:6","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:0","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:7","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:2","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:9","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:10","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:4","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:5","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:3","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:11","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:12","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:13","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:8","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseFiles:14","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:0","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:4","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:6","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:14","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:2","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:7","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:1","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:5","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:13","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:3","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:8","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:9","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:10","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:11","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DatabaseLogs:12","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","ConfigurationFiles","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:0","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:8","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:4","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:9","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:12","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:11","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:1","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:10","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:5","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:2","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:13","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:14","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:3","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:6","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DCBFs:7","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:0","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:11","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:10","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:2","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:6","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:7","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:8","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:1","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:9","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:12","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:4","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:13","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:5","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:14","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","SMBFs:3","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:0","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:9","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:6","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:14","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:2","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:7","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:8","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:4","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:5","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:12","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:11","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:13","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:3","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:10","Completed","6/21/2022 12:09:27 PM"
"IDB SCC_BKP_CAT_IDB_FULL_DAILY","2022/06/21-108","full","IDB","caonstrp-ap01.delphidrive.com","DPSPECs:1","Completed","6/21/2022 12:09:27 PM"
"Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","2022/06/21-109","full","Oracle8","tslprraps1.delphidrive.com","SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY<STRLGPR_78127:1107938941:1>.dbf","Completed","6/21/2022 8:51:27 AM"
"Oracle8 SCC_BKP_CAT_STRLGPR_RAC_ARC_FULL_DAILY","2022/06/21-109","full","Oracle8","tslprraps1.delphidrive.com","c-1285565174-20220621-0e","Completed","6/21/2022 8:51:27 AM"
"Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","2022/06/21-110","full","Oracle8","dtpn1dbc.delphidrive.com","SCC_BKP_CAT_PN1_ARC_FULL_DAILY<PN1_147852:1107939566:1>.dbf","Completed","6/21/2022 9:04:29 AM"
"Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","2022/06/21-110","full","Oracle8","dtpn1dbc.delphidrive.com","c-1504216118-20220621-09","Completed","6/21/2022 9:04:29 AM"
"Oracle8 SCC_BKP_CAT_PN1_ARC_FULL_DAILY","2022/06/21-110","full","DP","dtpn1dbc.delphidrive.com","PN1","Managed","6/21/2022 9:04:29 AM"
"Oracle8 SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY","2022/06/21-111","full","Oracle8","tslpribdbc.delphidrive.com","SCC_BKP_CAT_IIBPR1_ARC_FULL_DAILY<IIBPR1_93939:1107939603:1>.dbf","Completed","6/21/2022 9:01:25 AM"
