"Date","Session Id","Client","Object Type","Specification","Mountpoint","Description","Status","Mode","Start Time","End Time","Duration","size","protection"
"02-02-2022","2022/02/01-22","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130_LOG","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130_LOG<RCUPPM_56823:1095489020:1>.dbf","Oracle8","Completed","full","02/01/22 06:30:23","02/01/22 06:30:32","0:00","1023744","03/03/22 06:30:32"
"02-02-2022","2022/02/01-22","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130_LOG","c-2675330069-20220201-01","Oracle8","Completed","full","02/01/22 06:30:47","02/01/22 06:30:47","0:00","51968","03/03/22 06:30:47"
"02-02-2022","2022/02/01-22","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130_LOG","RCUPPM DP Managed Control File Backup","Oracle8","Completed","full","02/01/22 06:31:09","02/01/22 06:31:09","0:00","51888","03/03/22 06:31:09"
"02-02-2022","2022/02/01-22","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130_LOG","Oracle Recovery Backup Catalog","Oracle8","Completed","full","02/01/22 06:32:28","02/01/22 06:32:36","0:00","828928","03/03/22 06:32:36"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_136995:1095490825:1>.dbf","Oracle8","Completed","full","02/01/22 07:00:29","02/01/22 07:02:25","0:01","15632128","03/03/22 07:02:25"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_136996:1095490951:1>.dbf","Oracle8","Completed","full","02/01/22 07:02:31","02/01/22 07:04:58","0:02","15539456","03/03/22 07:04:58"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_136997:1095491106:1>.dbf","Oracle8","Completed","full","02/01/22 07:05:07","02/01/22 07:07:44","0:02","15446784","03/03/22 07:07:44"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_136998:1095491272:1>.dbf","Oracle8","Completed","full","02/01/22 07:07:53","02/01/22 07:10:01","0:02","15431936","03/03/22 07:10:01"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_136999:1095491408:1>.dbf","Oracle8","Completed","full","02/01/22 07:10:09","02/01/22 07:12:37","0:02","15305984","03/03/22 07:12:37"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_137000:1095491564:1>.dbf","Oracle8","Completed","full","02/01/22 07:12:46","02/01/22 07:14:46","0:02","13977600","03/03/22 07:14:46"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_137001:1095491691:1>.dbf","Oracle8","Completed","full","02/01/22 07:14:52","02/01/22 07:17:13","0:02","13816832","03/03/22 07:17:13"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_137002:1095491837:1>.dbf","Oracle8","Completed","full","02/01/22 07:17:18","02/01/22 07:19:15","0:01","12918784","03/03/22 07:19:15"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_137003:1095491964:1>.dbf","Oracle8","Completed","full","02/01/22 07:19:25","02/01/22 07:21:23","0:01","12051968","03/03/22 07:21:23"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_137004:1095492090:1>.dbf","Oracle8","Completed","full","02/01/22 07:21:32","02/01/22 07:23:25","0:01","11609600","03/03/22 07:23:25"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_137005:1095492217:1>.dbf","Oracle8","Completed","full","02/01/22 07:23:38","02/01/22 07:25:07","0:01","10761728","03/03/22 07:25:07"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_137006:1095492313:1>.dbf","Oracle8","Completed","full","02/01/22 07:25:15","02/01/22 07:26:47","0:01","9463808","03/03/22 07:26:47"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG<RCUNMO_1_137007:1095492410:1>.dbf","Oracle8","Completed","full","02/01/22 07:26:51","02/01/22 07:27:31","0:00","5159424","03/03/22 07:27:31"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","c-4069071713-20220201-01","Oracle8","Completed","full","02/01/22 07:27:37","02/01/22 07:27:37","0:00","31232","03/03/22 07:27:37"
"02-02-2022","2022/02/01-23","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNMO_1_ON_0500_LOG","RCUNMO_1 DP Managed Control File Backup","Oracle8","Completed","full","02/01/22 07:27:56","02/01/22 07:27:56","0:00","30992","03/03/22 07:27:56"
"02-02-2022","2022/02/01-24","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_ARCH","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_ARCH<ACSPRD_73822:1095487291:1>.dbf","Oracle8","Completed","full","02/01/22 08:01:32","02/01/22 08:04:50","0:03","26725632","02/15/22 08:04:50"
"02-02-2022","2022/02/01-24","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_ARCH","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_ARCH<ACSPRD_73823:1095487291:1>.dbf","Oracle8","Completed","full","02/01/22 08:01:32","02/01/22 08:04:16","0:02","23161344","02/15/22 08:04:16"
"02-02-2022","2022/02/01-24","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_ARCH","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_ARCH<ACSPRD_73824:1095487467:1>.dbf","Oracle8","Completed","full","02/01/22 08:04:27","02/01/22 08:04:28","0:00","204544","02/15/22 08:04:28"
"02-02-2022","2022/02/01-24","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_ARCH","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_ARCH<ACSPRD_73825:1095487502:1>.dbf","Oracle8","Completed","full","02/01/22 08:05:03","02/01/22 08:05:03","0:00","29952","02/15/22 08:05:03"
"02-02-2022","2022/02/01-24","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_ARCH","c-2214226400-20220201-01","Oracle8","Completed","full","02/01/22 08:05:10","02/01/22 08:05:11","0:00","29952","02/15/22 08:05:11"
"02-02-2022","2022/02/01-24","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_ARCH","ACSPRD DP Managed Control File Backup","Oracle8","Completed","full","02/01/22 08:05:35","02/01/22 08:05:35","0:00","29680","02/15/22 08:05:35"
"02-02-2022","2022/02/01-25","usplsrcsh557.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH557_RCSHPRM_ON_2230_LOG","RCU_ORA_USPLSRCSH557_RCSHPRM_ON_2230_LOG<RCSHPRM_62003:1095494437:1>.dbf","Oracle8","Completed","full","02/01/22 08:00:39","02/01/22 08:04:28","0:03","28215296","03/03/22 08:04:28"
"02-02-2022","2022/02/01-25","usplsrcsh557.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH557_RCSHPRM_ON_2230_LOG","RCU_ORA_USPLSRCSH557_RCSHPRM_ON_2230_LOG<RCSHPRM_62004:1095494437:1>.dbf","Oracle8","Completed","full","02/01/22 08:04:30","02/01/22 08:08:09","0:03","28072192","03/03/22 08:08:09"
"02-02-2022","2022/02/01-25","usplsrcsh557.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH557_RCSHPRM_ON_2230_LOG","RCU_ORA_USPLSRCSH557_RCSHPRM_ON_2230_LOG<RCSHPRM_62005:1095494437:1>.dbf","Oracle8","Completed","full","02/01/22 08:08:11","02/01/22 08:11:46","0:03","27184384","03/03/22 08:11:46"
"02-02-2022","2022/02/01-25","usplsrcsh557.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH557_RCSHPRM_ON_2230_LOG","RCU_ORA_USPLSRCSH557_RCSHPRM_ON_2230_LOG<RCSHPRM_62006:1095494437:1>.dbf","Oracle8","Completed","full","02/01/22 08:11:48","02/01/22 08:14:45","0:02","22937600","03/03/22 08:14:45"
"02-02-2022","2022/02/01-25","usplsrcsh557.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH557_RCSHPRM_ON_2230_LOG","c-2466587874-20220201-03","Oracle8","Completed","full","02/01/22 08:15:22","02/01/22 08:15:23","0:00","83456","03/03/22 08:15:23"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DatabaseFiles:0","IDB","Completed","full","02/01/22 08:04:27","02/01/22 08:04:39","0:00","230332","02/08/22 08:04:39"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DatabaseFiles:3","IDB","Completed","full","02/01/22 08:04:27","02/01/22 08:04:39","0:00","216258","02/08/22 08:04:39"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DatabaseFiles:2","IDB","Completed","full","02/01/22 08:04:27","02/01/22 08:04:39","0:00","251511","02/08/22 08:04:39"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DatabaseFiles:1","IDB","Completed","full","02/01/22 08:04:27","02/01/22 08:04:39","0:00","244376","02/08/22 08:04:39"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DatabaseLogs:2","IDB","Completed","full","02/01/22 08:04:42","02/01/22 08:04:44","0:00","49152","02/08/22 08:04:44"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DatabaseLogs:1","IDB","Completed","full","02/01/22 08:04:42","02/01/22 08:04:44","0:00","49152","02/08/22 08:04:44"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DatabaseLogs:3","IDB","Completed","full","02/01/22 08:04:43","02/01/22 08:04:44","0:00","32768","02/08/22 08:04:44"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DatabaseLogs:0","IDB","Completed","full","02/01/22 08:04:43","02/01/22 08:04:44","0:00","32768","02/08/22 08:04:44"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","ConfigurationFiles","IDB","Completed","full","02/01/22 08:04:47","02/01/22 08:04:48","0:00","2073","02/08/22 08:04:48"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DCBFs:0","IDB","Completed","full","02/01/22 08:04:52","02/01/22 08:28:30","0:23","40522152","02/08/22 08:28:30"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DCBFs:2","IDB","Completed","full","02/01/22 08:04:52","02/01/22 08:28:30","0:23","41590197","02/08/22 08:28:30"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DCBFs:3","IDB","Completed","full","02/01/22 08:04:52","02/01/22 08:28:30","0:23","40340786","02/08/22 08:28:30"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DCBFs:1","IDB","Completed","full","02/01/22 08:04:52","02/01/22 08:28:30","0:23","40367981","02/08/22 08:28:30"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","SMBFs:0","IDB","Completed","full","02/01/22 08:28:34","02/01/22 08:28:39","0:00","42738","02/08/22 08:28:39"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","SMBFs:3","IDB","Completed","full","02/01/22 08:28:34","02/01/22 08:28:39","0:00","40885","02/08/22 08:28:39"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","SMBFs:1","IDB","Completed","full","02/01/22 08:28:34","02/01/22 08:28:39","0:00","38564","02/08/22 08:28:39"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","SMBFs:2","IDB","Completed","full","02/01/22 08:28:34","02/01/22 08:28:39","0:00","38092","02/08/22 08:28:39"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DPSPECs:2","IDB","Completed","full","02/01/22 08:28:41","02/01/22 08:28:54","0:00","1095896","02/08/22 08:28:54"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DPSPECs:3","IDB","Completed","full","02/01/22 08:28:41","02/01/22 08:28:54","0:00","43412","02/08/22 08:28:54"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DPSPECs:1","IDB","Completed","full","02/01/22 08:28:41","02/01/22 08:28:54","0:00","109837","02/08/22 08:28:54"
"02-02-2022","2022/02/01-27","usplsdp016","BAR","IDB USPLSDP016_IDB_DAILY_OFF_0800","DPSPECs:0","IDB","Completed","full","02/01/22 08:28:41","02/01/22 08:28:54","0:00","83330","02/08/22 08:28:54"
"02-02-2022","2022/02/01-30","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915_LOG","RCU_ORA_USPLSRCU521_RCUNRM_ON_1915_LOG<RCUNRM_44386:1095496218:1>.dbf","Oracle8","Completed","full","02/01/22 08:30:21","02/01/22 08:32:45","0:02","18635264","03/03/22 08:32:45"
"02-02-2022","2022/02/01-30","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915_LOG","RCU_ORA_USPLSRCU521_RCUNRM_ON_1915_LOG<RCUNRM_44387:1095496218:1>.dbf","Oracle8","Completed","full","02/01/22 08:32:47","02/01/22 08:34:56","0:02","15641600","03/03/22 08:34:56"
"02-02-2022","2022/02/01-30","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915_LOG","c-70164385-20220201-02","Oracle8","Completed","full","02/01/22 08:35:06","02/01/22 08:35:06","0:00","28928","03/03/22 08:35:06"
"02-02-2022","2022/02/01-30","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915_LOG","RCUNRM DP Managed Control File Backup","Oracle8","Completed","full","02/01/22 08:35:24","02/01/22 08:35:25","0:00","28688","03/03/22 08:35:25"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/stand","usplsdp016 [/stand]","Completed","incr","02/01/22 09:12:55","02/01/22 09:14:16","0:01","131","02/08/22 09:14:16"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/opt/omni","usplsdp016 [/opt/omni]","Completed","incr","02/01/22 09:12:55","02/01/22 09:14:16","0:01","996","02/08/22 09:14:16"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/var/opt/omni","usplsdp016 [/var/opt/omni]","Completed","incr","02/01/22 09:12:55","02/01/22 09:14:36","0:01","1561400","02/08/22 09:14:36"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/var/adm/crash","usplsdp016 [/var/adm/crash]","Completed","incr","02/01/22 09:12:56","02/01/22 09:14:16","0:01","670","02/08/22 09:14:16"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/media","usplsdp016 [/media]","Completed","incr","02/01/22 09:14:18","02/01/22 09:14:18","0:00","1","02/08/22 09:14:18"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/maint","usplsdp016 [/maint]","Completed","incr","02/01/22 09:14:18","02/01/22 09:14:30","0:00","14422","02/08/22 09:14:30"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/home","usplsdp016 [/home]","Completed","incr","02/01/22 09:14:18","02/01/22 09:14:18","0:00","679","02/08/22 09:14:18"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/var","usplsdp016 [/var]","Completed","incr","02/01/22 09:14:20","02/01/22 09:15:34","0:01","1639891","02/08/22 09:15:34"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/usr","usplsdp016 [/usr]","Completed","incr","02/01/22 09:14:20","02/01/22 09:14:24","0:00","4103","02/08/22 09:14:24"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/tmp","usplsdp016 [/tmp]","Completed","incr","02/01/22 09:14:26","02/01/22 09:14:26","0:00","3637","02/08/22 09:14:26"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/opt","usplsdp016 [/opt]","Completed","incr","02/01/22 09:14:28","02/01/22 09:15:03","0:00","33387","02/08/22 09:15:03"
"02-02-2022","2022/02/01-31","usplsdp016","FileSystem","USPLSDP016_FS_OFF_0900","/","usplsdp016 [/]","Completed","incr","02/01/22 09:14:32","02/01/22 09:14:33","0:00","2774","02/08/22 09:14:33"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73827:1095492692:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:31:34","02/01/22 09:35:19","0:03","947200","02/15/22 09:35:19"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73828:1095492692:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:31:34","02/01/22 09:35:17","0:03","791808","02/15/22 09:35:17"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73829:1095492927:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:35:28","02/01/22 09:39:10","0:03","1405440","02/15/22 09:39:10"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73830:1095492928:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:35:28","02/01/22 09:39:36","0:04","548864","02/15/22 09:39:36"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73831:1095493163:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:39:23","02/01/22 09:43:07","0:03","801792","02/15/22 09:43:07"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73832:1095493188:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:39:48","02/01/22 09:43:30","0:03","2060800","02/15/22 09:43:30"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73833:1095493393:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:43:14","02/01/22 09:47:13","0:03","1548288","02/15/22 09:47:13"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73834:1095493419:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:43:39","02/01/22 09:47:07","0:03","1160448","02/15/22 09:47:07"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73835:1095493634:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:47:14","02/01/22 09:50:59","0:03","1419520","02/15/22 09:50:59"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73836:1095493637:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:47:18","02/01/22 09:50:59","0:03","1733120","02/15/22 09:50:59"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73837:1095493873:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:51:13","02/01/22 09:54:58","0:03","1507584","02/15/22 09:54:58"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73838:1095493873:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:51:13","02/01/22 09:54:55","0:03","2211840","02/15/22 09:54:55"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73839:1095494108:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:55:08","02/01/22 09:58:40","0:03","905728","02/15/22 09:58:40"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73840:1095494108:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:55:08","02/01/22 09:59:13","0:04","2519296","02/15/22 09:59:13"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73841:1095494333:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:58:54","02/01/22 10:02:14","0:03","2162176","02/15/22 10:02:14"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73842:1095494359:1>.dbf","Oracle8","Completed","incr1","02/01/22 09:59:19","02/01/22 10:02:58","0:03","2510080","02/15/22 10:02:58"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73843:1095494544:1>.dbf","Oracle8","Completed","incr1","02/01/22 10:02:24","02/01/22 10:06:05","0:03","1914368","02/15/22 10:06:05"
"02-02-2022","2022/02/01-34","ustxacsdblp02p.apll.com","BAR","Oracle8 APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON","APLL_ORACLE_USTXACSDBLP02P_ACSPRD_DB_ON<ACSPRD_73844:1095494589:1>.dbf","Oracle8","Completed","incr1","02/01/22 10:03:10","02/01/22 10:06:21","0:03","1447424","02/15/22 10:06:21"
