"Date","Session Id","Client","Object Type","Specification","Mountpoint","Description","Status","Mode","Start Time","End Time","Duration","size","protection"
"02-02-2022","2022/02/01-62","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNPM_ON_2330","RCU_ORA_USPLSRCU521_RCUNPM_ON_2330<RCUNPM_45827:1095534049:1>.dbf","Oracle8","Completed","full","02/01/22 19:00:49","02/01/22 19:00:50","0:00","256","03/03/22 19:00:50"
"02-02-2022","2022/02/01-62","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNPM_ON_2330","RCU_ORA_USPLSRCU521_RCUNPM_ON_2330<RCUNPM_45828:1095534055:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:00:56","02/01/22 19:00:56","0:00","25088","03/03/22 19:00:56"
"02-02-2022","2022/02/01-62","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNPM_ON_2330","c-631326427-20220201-02","Oracle8","Completed","incr1","02/01/22 19:00:59","02/01/22 19:01:00","0:00","25088","03/03/22 19:01:00"
"02-02-2022","2022/02/01-62","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNPM_ON_2330","RCUNPM DP Managed Control File Backup","Oracle8","Completed","full","02/01/22 19:01:14","02/01/22 19:01:14","0:00","24880","03/03/22 19:01:14"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50661:1095534065:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:08","02/01/22 19:01:13","0:00","225792","03/03/22 19:01:13"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50660:1095534065:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:09","02/01/22 19:01:32","0:00","904704","03/03/22 19:01:32"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50662:1095534065:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:09","02/01/22 19:01:32","0:00","842496","03/03/22 19:01:32"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50663:1095534065:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:09","02/01/22 19:01:15","0:00","78592","03/03/22 19:01:15"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50664:1095534065:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:09","02/01/22 19:01:23","0:00","318976","03/03/22 19:01:23"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50667:1095534065:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:10","02/01/22 19:01:12","0:00","2816","03/03/22 19:01:12"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50665:1095534065:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:10","02/01/22 19:01:13","0:00","42240","03/03/22 19:01:13"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50668:1095534065:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:10","02/01/22 19:01:12","0:00","5888","03/03/22 19:01:12"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50666:1095534065:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:10","02/01/22 19:01:12","0:00","2816","03/03/22 19:01:12"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50673:1095534066:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:11","02/01/22 19:01:13","0:00","11520","03/03/22 19:01:13"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50676:1095534066:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:11","02/01/22 19:01:21","0:00","471808","03/03/22 19:01:21"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50672:1095534066:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:11","02/01/22 19:01:13","0:00","8704","03/03/22 19:01:13"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50674:1095534066:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:11","02/01/22 19:01:14","0:00","61952","03/03/22 19:01:14"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50677:1095534066:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:11","02/01/22 19:01:13","0:00","2816","03/03/22 19:01:13"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50675:1095534066:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:11","02/01/22 19:01:14","0:00","42240","03/03/22 19:01:14"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50669:1095534065:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:11","02/01/22 19:01:14","0:00","72448","03/03/22 19:01:14"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50671:1095534066:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:11","02/01/22 19:01:13","0:00","9216","03/03/22 19:01:13"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50670:1095534065:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:01:14","02/01/22 19:01:16","0:00","77312","03/03/22 19:01:16"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50678:1095534106:1>.dbf","Oracle8","Completed","full","02/01/22 19:01:46","02/01/22 19:01:49","0:00","326912","03/03/22 19:01:49"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50679:1095534106:1>.dbf","Oracle8","Completed","full","02/01/22 19:01:46","02/01/22 19:01:47","0:00","154880","03/03/22 19:01:47"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50680:1095534106:1>.dbf","Oracle8","Completed","full","02/01/22 19:01:46","02/01/22 19:01:46","0:00","2560","03/03/22 19:01:46"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330<RCUPMO_50681:1095534121:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:02:02","02/01/22 19:02:03","0:00","47360","03/03/22 19:02:03"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","c-3497102026-20220201-04","Oracle8","Completed","incr1","02/01/22 19:02:06","02/01/22 19:02:07","0:00","47360","03/03/22 19:02:07"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","RCUPMO DP Managed Control File Backup","Oracle8","Completed","full","02/01/22 19:02:28","02/01/22 19:02:29","0:00","47120","03/03/22 19:02:29"
"02-02-2022","2022/02/01-63","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPMO_ON_2330","Oracle Recovery Backup Catalog","Oracle8","Completed","full","02/01/22 19:03:27","02/01/22 19:03:35","0:00","828960","03/03/22 19:03:35"
"02-02-2022","2022/02/01-64","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915","RCU_ORA_USPLSRCU521_RCUNRM_ON_1915<RCUNRM_44398:1095534932:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:15:47","02/01/22 19:17:11","0:01","4637440","03/03/22 19:17:11"
"02-02-2022","2022/02/01-64","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915","RCU_ORA_USPLSRCU521_RCUNRM_ON_1915<RCUNRM_44395:1095534930:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:15:47","02/01/22 19:19:08","0:03","13554688","03/03/22 19:19:08"
"02-02-2022","2022/02/01-64","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915","RCU_ORA_USPLSRCU521_RCUNRM_ON_1915<RCUNRM_44394:1095534929:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:15:48","02/01/22 19:18:03","0:02","8925696","03/03/22 19:18:03"
"02-02-2022","2022/02/01-64","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915","RCU_ORA_USPLSRCU521_RCUNRM_ON_1915<RCUNRM_44396:1095534930:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:15:48","02/01/22 19:16:52","0:01","3816704","03/03/22 19:16:52"
"02-02-2022","2022/02/01-64","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915","RCU_ORA_USPLSRCU521_RCUNRM_ON_1915<RCUNRM_44397:1095534931:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:15:49","02/01/22 19:18:43","0:02","13956864","03/03/22 19:18:43"
"02-02-2022","2022/02/01-64","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915","RCU_ORA_USPLSRCU521_RCUNRM_ON_1915<RCUNRM_44399:1095535018:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:17:04","02/01/22 19:18:54","0:01","6941952","03/03/22 19:18:54"
"02-02-2022","2022/02/01-64","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915","RCU_ORA_USPLSRCU521_RCUNRM_ON_1915<RCUNRM_44400:1095535158:1>.dbf","Oracle8","Completed","full","02/01/22 19:19:18","02/01/22 19:19:24","0:00","600320","03/03/22 19:19:24"
"02-02-2022","2022/02/01-64","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915","RCU_ORA_USPLSRCU521_RCUNRM_ON_1915<RCUNRM_44401:1095535158:1>.dbf","Oracle8","Completed","full","02/01/22 19:19:18","02/01/22 19:19:18","0:00","5376","03/03/22 19:19:18"
"02-02-2022","2022/02/01-64","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915","RCU_ORA_USPLSRCU521_RCUNRM_ON_1915<RCUNRM_44402:1095535175:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:19:36","02/01/22 19:19:36","0:00","28928","03/03/22 19:19:36"
"02-02-2022","2022/02/01-64","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915","c-70164385-20220201-05","Oracle8","Completed","incr1","02/01/22 19:19:39","02/01/22 19:19:40","0:00","28928","03/03/22 19:19:40"
"02-02-2022","2022/02/01-64","usplsrcu521.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCU521_RCUNRM_ON_1915","RCUNRM DP Managed Control File Backup","Oracle8","Completed","full","02/01/22 19:19:58","02/01/22 19:19:58","0:00","28688","03/03/22 19:19:58"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56829:1095535856:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:30:59","02/01/22 19:31:10","0:00","823040","03/03/22 19:31:10"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56830:1095535856:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:30:59","02/01/22 19:31:01","0:00","768","03/03/22 19:31:01"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56831:1095535856:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:00","02/01/22 19:31:01","0:00","1024","03/03/22 19:31:01"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56833:1095535856:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:00","02/01/22 19:31:11","0:00","880384","03/03/22 19:31:11"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56832:1095535856:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:01","02/01/22 19:31:02","0:00","1792","03/03/22 19:31:02"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56834:1095535856:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:03","02/01/22 19:31:04","0:00","512","03/03/22 19:31:04"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56835:1095535856:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:03","02/01/22 19:31:04","0:00","256","03/03/22 19:31:04"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56836:1095535856:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:04","02/01/22 19:31:04","0:00","256","03/03/22 19:31:04"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56837:1095535857:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:06","02/01/22 19:31:06","0:00","4864","03/03/22 19:31:06"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56838:1095535857:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:06","02/01/22 19:31:06","0:00","4096","03/03/22 19:31:06"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56839:1095535857:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:06","02/01/22 19:31:12","0:00","512768","03/03/22 19:31:12"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56840:1095535857:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:08","02/01/22 19:31:10","0:00","45056","03/03/22 19:31:10"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56841:1095535857:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:08","02/01/22 19:31:09","0:00","9216","03/03/22 19:31:09"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56842:1095535857:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:11","02/01/22 19:31:11","0:00","16640","03/03/22 19:31:11"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56843:1095535857:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:12","02/01/22 19:31:19","0:00","896512","03/03/22 19:31:19"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56844:1095535857:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:12","02/01/22 19:31:13","0:00","512","03/03/22 19:31:13"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56845:1095535858:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:13","02/01/22 19:31:14","0:00","9472","03/03/22 19:31:14"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56846:1095535858:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:14","02/01/22 19:31:14","0:00","768","03/03/22 19:31:14"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56847:1095535889:1>.dbf","Oracle8","Completed","full","02/01/22 19:31:29","02/01/22 19:31:31","0:00","197632","03/03/22 19:31:31"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56849:1095535889:1>.dbf","Oracle8","Completed","full","02/01/22 19:31:29","02/01/22 19:31:30","0:00","1536","03/03/22 19:31:30"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56848:1095535889:1>.dbf","Oracle8","Completed","full","02/01/22 19:31:30","02/01/22 19:31:30","0:00","65024","03/03/22 19:31:30"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130<RCUPPM_56850:1095535916:1>.dbf","Oracle8","Completed","incr1","02/01/22 19:31:57","02/01/22 19:31:58","0:00","51968","03/03/22 19:31:58"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","c-2675330069-20220201-04","Oracle8","Completed","incr1","02/01/22 19:32:02","02/01/22 19:32:02","0:00","51968","03/03/22 19:32:02"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","RCUPPM DP Managed Control File Backup","Oracle8","Completed","full","02/01/22 19:32:25","02/01/22 19:32:25","0:00","51888","03/03/22 19:32:25"
"02-02-2022","2022/02/01-65","usplsrcsh558.rcu.svcs.entsvcs.net","BAR","Oracle8 RCU_ORA_USPLSRCSH558_RCUPPM_ON_2130","Oracle Recovery Backup Catalog","Oracle8","Completed","full","02/01/22 19:33:19","02/01/22 19:33:26","0:00","828992","03/03/22 19:33:26"
"02-02-2022","2022/02/01-66","ustxacsaplp08v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_10_2000","/precheck-central","ustxacsaplp08v.apll.com [/precheck-central]","Completed","incr","02/01/22 20:00:11","02/01/22 20:01:15","0:01","26509","02/15/22 20:01:15"
"02-02-2022","2022/02/01-66","ustxacsaplp08v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_10_2000","/aplp04v-archive","ustxacsaplp08v.apll.com [/aplp04v-archive]","Completed","incr","02/01/22 20:00:12","02/01/22 20:00:21","0:00","1427","02/15/22 20:00:21"
"02-02-2022","2022/02/01-66","ustxacsaplp08v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_10_2000","/var/log/audit","ustxacsaplp08v.apll.com [/var/log/audit]","Completed","incr","02/01/22 20:00:20","02/01/22 20:00:22","0:00","20973","02/15/22 20:00:22"
"02-02-2022","2022/02/01-66","ustxacsaplp08v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_10_2000","/rearbackup","ustxacsaplp08v.apll.com [/rearbackup]","Completed","incr","02/01/22 20:00:21","02/01/22 20:00:22","0:00","5","02/15/22 20:00:22"
"02-02-2022","2022/02/01-66","ustxacsaplp08v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_10_2000","/archive","ustxacsaplp08v.apll.com [/archive]","Completed","incr","02/01/22 20:00:22","02/01/22 21:16:43","1:16","2349159","02/15/22 21:16:43"
"02-02-2022","2022/02/01-66","ustxacsaplp08v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_10_2000","/boot","ustxacsaplp08v.apll.com [/boot]","Completed","incr","02/01/22 20:00:24","02/01/22 20:00:24","0:00","25","02/15/22 20:00:24"
"02-02-2022","2022/02/01-66","ustxacsaplp08v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_10_2000","/home","ustxacsaplp08v.apll.com [/home]","Completed","incr","02/01/22 20:00:24","02/01/22 20:00:24","0:00","129","02/15/22 20:00:24"
"02-02-2022","2022/02/01-66","ustxacsaplp08v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_10_2000","/var","ustxacsaplp08v.apll.com [/var]","Completed","incr","02/01/22 20:00:26","02/01/22 20:00:47","0:00","800934","02/15/22 20:00:47"
"02-02-2022","2022/02/01-66","ustxacsaplp08v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_10_2000","/","ustxacsaplp08v.apll.com [/]","Completed","incr","02/01/22 20:00:26","02/01/22 20:00:37","0:00","7139","02/15/22 20:00:37"
"02-02-2022","2022/02/01-67","ustxacsaplp01v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_12_2000","/opt/mf/bin/regions/system/core","ustxacsaplp01v.apll.com [/opt/mf/bin/regions/system/core]","Completed","incr","02/01/22 20:00:20","02/01/22 20:00:25","0:00","110565","02/15/22 20:00:25"
"02-02-2022","2022/02/01-67","ustxacsaplp01v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_12_2000","/home/wmqfte/data","ustxacsaplp01v.apll.com [/home/wmqfte/data]","Completed","incr","02/01/22 20:00:21","02/01/22 20:04:09","0:03","7455502","02/15/22 20:04:09"
"02-02-2022","2022/02/01-67","ustxacsaplp01v.apll.com","FileSystem","APLL_FS_ACS123_LX_OFF_12_2000","/backup_archive","ustxacsaplp01v.apll.com [/backup_archive]","Completed","incr","02/01/22 20:00:21","02/01/22 20:07:00","0:06","12013882","02/15/22 20:07:00"
