Client_Name,Error_Code,Status,Last_Full_Date,Last_Full_Size,Gap_In_Full,Last_Incr_Date,Incr_Size,Incr_gap
actxsbdreappl10,42,Failed,10/01/2021,6726790,6,10/06/2021,6653679,1
actmardevorav01.be.xchanginghosting.com,58,Failed,10/02/2021,62308881,5,10/05/2021,6,2
actmardevorav03.be.xchanginghosting.com,58,Failed,10/02/2021,48232553,5,10/05/2021,65,2
actmardevorav04.be.xchanginghosting.com,58,Failed,10/02/2021,67149129,5,10/05/2021,13255,2
actxtsprdadcv20.be.xchanginghosting.com,59,Failed,08/20/2021,9348428,48,08/25/2021,3635972,43
ACTOKTPRDAPPV03,71,Failed,10/01/2021,40146585,6,10/06/2021,39969420,1
actaonuatorav02.be.xchanginghosting.com,84,Failed,10/02/2021,9845705,5,10/06/2021,1049025,1
actrdcdredatg01.be.xchanginghosting.com,84,Failed,10/01/2021,5227861,6,10/06/2021,32,1
actwf2dredatg01.be.xchanginghosting.com,84,Failed,10/01/2021,75813,6,10/06/2021,32095,1
ACTMARDEVDOCV02,2074,Failed,10/01/2021,54098141,6,10/05/2021,53739222,2
ACTMARDEVFPSV02,2074,Failed,10/01/2021,44990156,6,10/05/2021,44407693,2
ACTMARDEVOFSV03,2074,Failed,10/01/2021,47322521,6,10/05/2021,46052608,2
ACTMARDEVOFSV04,2074,Failed,10/01/2021,38373960,6,10/05/2021,37973457,2
ACTPASDEVAPPL01,2074,Failed,10/01/2021,46522978,6,10/06/2021,46376067,1
ACTPASDREAPPL01,2074,Failed,10/01/2021,14684294,6,10/06/2021,14539148,1
ACTPASDREAPPL02,2074,Failed,10/01/2021,12190117,6,10/06/2021,12099485,1
ACTPASTSBAPPL01,2074,Failed,10/01/2021,46829238,6,10/06/2021,46642492,1
ACTPASTSCAPPL01,2074,Failed,10/01/2021,42208171,6,10/06/2021,42130687,1
ACTREPTSTAPPV01,2074,Failed,10/01/2021,121129159,6,10/06/2021,120404593,1
ACTWF2DEVAPPL01,2074,Failed,10/01/2021,119125904,6,10/06/2021,119427196,1
ACTWF2DEVAPPL02,2074,Failed,10/01/2021,117931691,6,10/06/2021,119648475,1
ACTWF2TSBAPPL01,2074,Failed,10/01/2021,69629230,6,10/06/2021,69520741,1
ACTWF2TSBAPPL02,2074,Failed,10/01/2021,20434715,6,10/06/2021,20277186,1
ACTWF2TSCAPPL01,2074,Failed,10/01/2021,72199495,6,10/06/2021,71418751,1
ACTWF2TSCAPPL02,2074,Failed,10/01/2021,20120021,6,10/06/2021,20050180,1
actitctstappl01,2074,Failed,10/01/2021,4260897,6,10/06/2021,4260897,1
actqpatsbappl01,2074,Failed,10/01/2021,13554023,6,10/06/2021,13423185,1
ACTMARDEVDOCV02,4239,Failed,10/01/2021,54098141,6,10/05/2021,53739222,2
ACTMARDEVFPSV02,4239,Failed,10/01/2021,44990156,6,10/05/2021,44407693,2
ACTMARDEVMSGV02,4239,Failed,10/01/2021,23564567,6,10/05/2021,23265537,2
ACTMARDEVOFSV03,4239,Failed,10/01/2021,47322521,6,10/05/2021,46052608,2
ACTMARDEVOFSV04,4239,Failed,10/01/2021,38373960,6,10/05/2021,37973457,2
ACTMARDEVPPSV02,4239,Failed,10/01/2021,50317800,6,10/05/2021,49979944,2
