Server,Domain Name,Media Server,Group,Schedule,Client,Job,Proxy,Status,Error Code,Error Code Summary,Status Code,Status Code Summary,Level,Size (TB),Files,Num Files Not Backed Up,Ran In Window,Time Out Of Window (day),Out Of Window Reason,Started,Finished,Duration (day),Throughput (MB/sec),Retention (week),Expires,Owner,Valid Level,Valid Retention,Compliant,Policy Used,Effective Path,Plugin Name,Bytes Modified Sent (GB),Bytes Modified Not Sent (TB),Parent Job Id
gdehgb01.utcain.com,/Germany/Hamburg,gdehgb01.utcain.com,UTC-ServerFile-S20-RD30,S20,gdehga02.utcapp.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,8772751,0,True,,,12/25/21 8:00 PM,12/25/21 10:42 PM,2 hours 42 minutes,0.032,4 weeks 1 day,1/24/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows File System,0.307,0.001,
gdehgb01.utcain.com,/Germany/Hamburg,gdehgb01.utcain.com,UTC-ServerFile-S20-RD30,S20,gdehga02.utcapp.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.002,257647,0,True,,,12/25/21 10:42 PM,12/25/21 10:55 PM,12 minutes 57 seconds,2.179,4 weeks 1 day,1/24/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows VSS,1.653,0.001,
gdehgb01.utcain.com,/Germany/Hamburg,gdehgb01.utcain.com,UTC-ServerFile-S20-RD30,S20,gdehgd01.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,202700,0,True,,,12/25/21 8:00 PM,12/25/21 8:05 PM,5 minutes 58 seconds,1.148,4 weeks 1 day,1/24/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows File System,0.401,0.001,
gdehgb01.utcain.com,/Germany/Hamburg,gdehgb01.utcain.com,UTC-ServerFile-S20-RD30,S20,gdehgd01.utcain.com,Windows VSS-ALL,,failed,10007,Command failed: Miscellaneous error,30999,Activity failed - client error(s).,Full,0,205401,0,True,,,12/25/21 8:06 PM,12/25/21 8:18 PM,12 minutes 14 seconds,0.451,4 weeks 1 day,1/24/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows VSS,0.323,0,
gdehgb01.utcain.com,/Germany/Hamburg,gdehgb01.utcain.com,UTC-ServerFile-S20-RD30,S20,gdehgf01.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,1700667,0,True,,,12/25/21 8:17 PM,12/25/21 8:45 PM,28 minutes 44 seconds,0.003,4 weeks 1 day,1/24/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows File System,0.006,0,
gdehgb01.utcain.com,/Germany/Hamburg,gdehgb01.utcain.com,UTC-ServerFile-S20-RD30,S20,gdehgf01.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.001,323479,0,True,,,12/25/21 8:00 PM,12/25/21 8:16 PM,16 minutes 57 seconds,1.389,4 weeks 1 day,1/24/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows VSS,1.38,0.001,
gdehgb01.utcain.com,/Germany/Hamburg,gdehgb01.utcain.com,UTC-ServerFile-S20-RD30,S20,gdehgw01.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,343183,0,True,,,12/25/21 8:19 PM,12/25/21 8:27 PM,8 minutes 13 seconds,0.018,4 weeks 1 day,1/24/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows File System,0.009,0.002,
gdehgb01.utcain.com,/Germany/Hamburg,gdehgb01.utcain.com,UTC-ServerFile-S20-RD30,S20,gdehgw01.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.001,323931,0,True,,,12/25/21 8:00 PM,12/25/21 8:19 PM,19 minutes 4 seconds,0.87,4 weeks 1 day,1/24/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows VSS,0.972,0.003,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gderna05.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,1086004,0,True,,,12/25/21 10:17 PM,12/26/21 12:08 AM,1 hour 50 minutes,0.004,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows File System,0.028,0.002,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gderna05.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.003,1088351,0,True,,,12/25/21 8:00 PM,12/25/21 10:16 PM,2 hours 16 minutes,0.383,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows VSS,3.077,0.001,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gderna06.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,413301,0,True,,,12/25/21 8:26 PM,12/25/21 8:37 PM,10 minutes 16 seconds,0.031,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows File System,0.019,0,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gderna06.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.002,416336,0,True,,,12/25/21 8:00 PM,12/25/21 8:26 PM,26 minutes 39 seconds,1.142,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows VSS,1.783,0.003,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gderna07.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,887845,0,True,,,12/25/21 8:00 PM,12/25/21 8:41 PM,41 minutes 8 seconds,0.194,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows File System,0.469,0.008,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gderna07.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.002,886283,0,True,,,12/25/21 8:41 PM,12/25/21 9:39 PM,58 minutes 34 seconds,0.513,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows VSS,1.759,0.001,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gdernf01.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,1328833,0,True,,,12/25/21 8:00 PM,12/25/21 8:47 PM,47 minutes 14 seconds,0.148,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows File System,0.41,0.002,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gdernf01.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.001,1358250,0,True,,,12/25/21 8:47 PM,12/25/21 9:52 PM,1 hour 5 minutes,0.18,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows VSS,0.686,0.001,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gdernp01.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,370969,0,True,,,12/25/21 8:27 PM,12/25/21 8:42 PM,15 minutes 13 seconds,0.035,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows File System,0.032,0.001,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gdernp01.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.001,371059,0,True,,,12/25/21 8:00 PM,12/25/21 8:27 PM,27 minutes 23 seconds,0.819,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows VSS,1.315,0.002,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gdernt01.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,466174,0,True,,,12/25/21 8:00 PM,12/25/21 8:16 PM,16 minutes 50 seconds,0.474,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows File System,0.468,0.002,
gdernb01.utcain.com,/Germany/UTC/Ratingen_4685,gdernb01.utcain.com,UTC-ServerFile-S20-RD90,S20,gdernt01.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.002,465212,0,True,,,12/25/21 8:16 PM,12/25/21 8:45 PM,28 minutes 49 seconds,0.96,12 weeks 5 days,3/25/22 8:00 PM,,True,True,True,UTC Window France.UTC Window France,/UTC-ServerFile,Windows VSS,1.62,0.001,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Linux,S21,gfrana09.utcain.com,Linux File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.005,463902,0,True,,,12/25/21 9:00 PM,12/25/21 9:06 PM,6 minutes 31 seconds,14.473,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Linux_4676,Linux File System,5.526,0.008,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfrana06.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,356317,0,True,,,12/25/21 9:00 PM,12/25/21 9:08 PM,8 minutes 6 seconds,0.434,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows File System,0.207,0.002,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfrana06.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,359257,0,True,,,12/25/21 9:08 PM,12/25/21 9:24 PM,15 minutes 50 seconds,0.374,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows VSS,0.346,0.001,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfrana07.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,1421251,0,True,,,12/25/21 10:01 PM,12/25/21 10:29 PM,28 minutes 2 seconds,0.029,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows File System,0.048,0.001,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfrana07.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.003,1257189,0,True,,,12/25/21 9:00 PM,12/25/21 10:01 PM,1 hour 1 minute,0.971,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows VSS,3.494,0.002,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfrana08.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.006,608703,0,True,,,12/25/21 9:00 PM,12/25/21 9:22 PM,22 minutes 16 seconds,4.791,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows File System,6.251,0.004,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfrana08.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.002,611747,0,True,,,12/25/21 9:22 PM,12/25/21 9:56 PM,33 minutes 43 seconds,0.879,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows VSS,1.737,0.001,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfranc02.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,294014,0,True,,,12/25/21 9:39 PM,12/25/21 9:51 PM,11 minutes 42 seconds,0.043,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows File System,0.029,0.001,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfranc02.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.002,297499,0,True,,,12/25/21 9:00 PM,12/25/21 9:39 PM,39 minutes 2 seconds,0.778,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows VSS,1.779,0.003,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfrand01.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,385783,0,True,,,12/25/21 9:15 PM,12/25/21 9:24 PM,8 minutes 47 seconds,0.019,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows File System,0.01,0,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfrand01.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.001,213259,0,True,,,12/25/21 9:00 PM,12/25/21 9:15 PM,15 minutes 10 seconds,0.88,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows VSS,0.783,0.003,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfranf02.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,1822577,0,True,,,12/25/21 9:00 PM,12/25/21 9:39 PM,39 minutes 27 seconds,0.082,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows File System,0.188,0.002,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,gfranf02.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,273261,0,True,,,12/25/21 9:40 PM,12/25/21 9:50 PM,10 minutes 19 seconds,0.75,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows VSS,0.453,0.001,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,zfrana03.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,342895,0,True,,,12/25/21 9:00 PM,12/25/21 9:13 PM,13 minutes 16 seconds,0.549,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows File System,0.427,0.002,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,zfrana03.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,345989,0,True,,,12/25/21 9:13 PM,12/25/21 9:33 PM,20 minutes 26 seconds,0.383,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows VSS,0.459,0.001,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,zfrana04.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,309337,0,True,,,12/25/21 9:25 PM,12/25/21 9:34 PM,8 minutes 20 seconds,0.034,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows File System,0.016,0,
gfranb01.utcain.com,/FRANCE/UTC,gfranb01.utcain.com,4676-Windows,S21,zfrana04.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.001,312090,0,True,,,12/25/21 9:00 PM,12/25/21 9:25 PM,25 minutes 38 seconds,0.477,4 weeks 1 day,1/24/22 9:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_4676,Windows VSS,0.716,0.003,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,gfrlvc02,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.001,342842,0,True,,,12/25/21 10:00 PM,12/25/21 10:32 PM,32 minutes 22 seconds,0.785,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows File System,1.488,0.003,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,gfrlvc02,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.001,345695,0,True,,,12/25/21 10:32 PM,12/25/21 11:21 PM,49 minutes 11 seconds,0.443,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows VSS,1.275,0.002,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,gfrlvd01.hfrfg1916-ici.utc.us,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,257476,0,True,,,12/25/21 10:12 PM,12/25/21 10:17 PM,4 minutes 51 seconds,0.021,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows File System,0.006,0,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,gfrlvd01.hfrfg1916-ici.utc.us,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,260108,0,True,,,12/25/21 10:00 PM,12/25/21 10:12 PM,12 minutes 9 seconds,0.7,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows VSS,0.498,0.003,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlva03.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,223521,0,True,,,12/25/21 10:00 PM,12/25/21 10:03 PM,3 minutes 25 seconds,0.068,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows File System,0.014,0,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlva03.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,226213,0,True,,,12/25/21 10:03 PM,12/25/21 10:11 PM,7 minutes 16 seconds,0.518,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows VSS,0.22,0.001,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlva06.hfrfg1916-ici.utc.us,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,300337,0,True,,,12/25/21 10:12 PM,12/25/21 10:17 PM,4 minutes 57 seconds,0.027,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows File System,0.008,0.001,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlva06.hfrfg1916-ici.utc.us,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,303232,0,True,,,12/25/21 10:00 PM,12/25/21 10:12 PM,11 minutes 59 seconds,0.627,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows VSS,0.44,0.001,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlvc04.hfrfg1916-ici.utc.us,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,200451,0,True,,,12/25/21 10:13 PM,12/25/21 10:18 PM,5 minutes 23 seconds,0.062,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows File System,0.02,0,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlvc04.hfrfg1916-ici.utc.us,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,203371,0,True,,,12/25/21 10:00 PM,12/25/21 10:12 PM,12 minutes 44 seconds,0.458,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows VSS,0.342,0.002,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlvf01.hfrfg1916-ici.utc.us,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,726407,0,True,,,12/25/21 10:39 PM,12/25/21 10:53 PM,14 minutes 53 seconds,0.01,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows File System,0.009,0.003,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlvf01.hfrfg1916-ici.utc.us,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,757114,0,True,,,12/25/21 10:00 PM,12/25/21 10:38 PM,38 minutes 40 seconds,0.038,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows VSS,0.087,0.004,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlvp02.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,185040,0,True,,,12/25/21 10:07 PM,12/25/21 10:11 PM,3 minutes 23 seconds,0.005,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows File System,0.001,0,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlvp02.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,187900,0,True,,,12/25/21 10:00 PM,12/25/21 10:07 PM,7 minutes 24 seconds,0.273,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows VSS,0.119,0,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlvw01.hfrfg1916-ici.utc.us,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,256015,0,True,,,12/25/21 10:09 PM,12/25/21 10:14 PM,4 minutes 45 seconds,0.028,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows File System,0.008,0.002,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,hfrlvw01.hfrfg1916-ici.utc.us,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,258983,0,True,,,12/25/21 10:00 PM,12/25/21 10:09 PM,9 minutes 19 seconds,0.503,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows VSS,0.274,0.002,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,zfrlva02.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,361388,0,True,,,12/25/21 10:41 PM,12/25/21 10:56 PM,14 minutes 21 seconds,0.021,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows File System,0.018,0,
gfrlvb01,/FRANCE/UTC,gfrlvb01,7687-Windows,S22,zfrlva02.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.001,364373,0,True,,,12/25/21 10:00 PM,12/25/21 10:41 PM,41 minutes 29 seconds,0.388,4 weeks 1 day,1/24/22 10:00 PM,,True,True,True,UTC Window France.UTC Window France,/FRANCE/UTC/DS_Wintel_7687,Windows VSS,0.943,0.003,
gfrlvb01,/UTCvCenter/zgbmaa0r.utcapp.com/VirtualMachines,gfrlvb01,7687_VMware_Image,S01,hfrlvf01,Windows VMware Image-/DS_VMware_Image_7687,gfrlvb02.utcain.com,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.001,0,0,True,,,12/26/21 1:00 AM,12/26/21 1:15 AM,15 minutes 44 seconds,0.903,4 weeks 1 day,1/25/22 1:00 AM,,True,True,True,UTC Window France.UTC Window France,/DS_VMware_Image_7687,Windows VMware Image,0.833,1.844,
ggbbnb01.utcain.com,/UK/7755_Banbury,ggbbnb01.utcain.com,UTC-ServerFile-S20-RD30,S20,ggbbna04.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0,959011,0,True,,,12/25/21 8:28 PM,12/25/21 8:41 PM,13 minutes 2 seconds,0.026,4 weeks 1 day,1/24/22 8:00 PM,,True,True,True,UTC Window Default (UK).UTC Window Default (UK),/UTC-ServerFile,Windows File System,0.019,0,
ggbbnb01.utcain.com,/UK/7755_Banbury,ggbbnb01.utcain.com,UTC-ServerFile-S20-RD30,S20,ggbbna04.utcain.com,Windows VSS-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.001,961697,0,True,,,12/25/21 8:00 PM,12/25/21 8:28 PM,28 minutes 3 seconds,0.399,4 weeks 1 day,1/24/22 8:00 PM,,True,True,True,UTC Window Default (UK).UTC Window Default (UK),/UTC-ServerFile,Windows VSS,0.657,0.002,
ggbbnb01.utcain.com,/UK/7755_Banbury,ggbbnb01.utcain.com,UTC-ServerFile-S20-RD30,S20,ggbbna07.utcain.com,Windows File System-ALL,,success,0,Administrative code.,30000,Activity completed successfully.,Full,0.006,303431,0,True,,,12/25/21 8:00 PM,12/25/21 8:14 PM,14 minutes 18 seconds,6.834,4 weeks 1 day,1/24/22 8:00 PM,,True,True,True,UTC Window Default (UK).UTC Window Default (UK),/UTC-ServerFile,Windows File System,5.726,0.003,
